	name	contri	userType	prevReviewCount	prevPhotosReview	rating	reviewDate	reviewText	reviewDate2	formatted_date	location
65	paul o	https://lh3.googleusercontent.com/a-/ACNPEu-pv-hC9iN940SsVa4pH4LDwEw7NPqAW4H3YslvuQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	87.0	74.0	5	2 years ago	Great layout - the donuts are amazing and the coffee fresh - it's the flagship Timmies	2021-02-12 19:30:29.894704	02-12-2021	100_king_st
66	abhinav taiwade	https://lh3.googleusercontent.com/a-/ACNPEu-rtbNgSIw10SQff7CV73x966e7UYNNvApWkRr_0ZU=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	147.0	113.0	5	2 months ago	Your employee service is very good and humble	2022-12-14 19:30:29.894704	12-14-2022	100_king_st
67	Michael Lu	https://lh3.googleusercontent.com/a-/ACNPEu9vBS5J5KowIOloimOJi0VmgG7CkCRv6mdTt3MhdA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	29.0	91.0	3	3 years ago	Pros: location, dream timbits and donuts are actually delicious! Cons: do NOT drink the matcha latte, it tastes like Hulk's sweat aka green water (I realize it is technically inaccurate since the Hulk is likely to produce radioactive water).	2020-02-13 19:30:29.894704	02-13-2020	100_king_st
68	Shathana Kunapalasingham	https://lh3.googleusercontent.com/a-/ACNPEu8xO-h3AHrEjeo5w6h5dVZcRRDK5pWVaNdOs5oz_A=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	45.0	50.0	5	2 years ago	This Tim Horton's location is unlike other ones, where the atmosphere of this location feels open and fresh, filled with natural lighting. â€¦More	2021-02-12 19:30:29.895704	02-12-2021	100_king_st
69	John N	https://lh3.googleusercontent.com/a-/ACNPEu-jNKaqaxZTMAWdS12gmTMNksNnW-xnNfI-lv2J7w=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	471.0	691.0	5	3 years ago	Pretty busy location, great selection though	2020-02-13 19:30:29.895704	02-13-2020	100_king_st
70	June Wisco	https://lh3.googleusercontent.com/a/ALm5wu1et0d0skVX8ulucqxXqiYHk7hEFRfOHs_s3aNi=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	125.0	51.0	5	2 years ago	This Tim Horton's store is very fancy!!!	2021-02-12 19:30:29.896705	02-12-2021	100_king_st
71	Piotr Makuch	https://lh3.googleusercontent.com/a-/ACNPEu_Jn7MHrVzAkTNpyfMdZn4dAer1OPC4pdPSeInbvw=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	50.0	5.0	5	a year ago	The staff here are great but the volume of orders they deal with is challenging for the small space they occupy.	2022-02-12 19:30:29.896705	02-12-2022	100_king_st
72	Dy Dy	https://lh3.googleusercontent.com/a-/ACNPEu8CCnUvFJ0To-8jZoSve88NUl4J8ytvCWPqv1HwGg=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	3.0	0.0	5	a year ago	This place is very clean especially their employees so friendly make you feel very welcome , I'm super satisfy with their services and their wonderful coffeeâ˜• .	2022-02-12 19:30:29.897705	02-12-2022	100_king_st
73	Jamila Satani	https://lh3.googleusercontent.com/a-/ACNPEu-jOOwxZuLgDRC2V7d7h6H3vn_wOI3Lqa2aE1eNwuw=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	81.0	26.0	3	3 years ago	The donuts are stale and don't taste good. I prefer a regular Tim Hortons or a Starbucks. This innovation cafe concept isn't working out. The decor is really nice though and the location is in a busy area	2020-02-13 19:30:29.897705	02-13-2020	100_king_st
74	Rumsha S	https://lh3.googleusercontent.com/a/ALm5wu06wvSKLPveyJYMbckIKVadjjVPIllX3Mjthet_=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	53.0	97.0	5	3 years ago	Reminds me of Starbucks and Dineen Coffee. The service good, however, the wait can be a bit longer than usual but I presume it's because the location/concept is fairly new and people want to try it for themselves. Overall, a good spot for some coffee and donuts.	2020-02-13 19:30:29.897705	02-13-2020	100_king_st
75	Cell Phone	https://lh3.googleusercontent.com/a/ALm5wu29mYoDBSZgrV1cjRpPPZTIpyU7cWtgL_OIZOno=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	8.0	0.0	1	2 years ago	This place is a joke... The staff are very slow and sloppy. And I've seen them handling food with their hands... I really don't understand what they are trying to do with this location because I've seen better service and food with the other locations.	2021-02-12 19:30:29.898705	02-12-2021	100_king_st
76	Johnny-jc	https://lh3.googleusercontent.com/a/ALm5wu1DcLNTYK7trw_cOQ-SNwniKvG-t8_NUKbkUfK8=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	21.0	1.0	3	2 years ago	Only been here to get mostly donuts, donuts are good but their flavors don't seem to change to often. Also tried their green tea latte....it was horrible like really bad compared to Starbucks. They need to really start making better drinks other than just double double	2021-02-12 19:30:29.898705	02-12-2021	100_king_st
77	Sarj Bains	https://lh3.googleusercontent.com/a-/ACNPEu_0VZUryUbFVsU-j41BTivo059Ep0FOfyCvtO8Y=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	17.0	3.0	2	5 years ago	Worst Chipotle ever. Lettuce is wilted. Awful and overpriced for what you get	2018-02-13 19:30:29.899705	02-13-2018	100_king_st
78	Review Ghost	https://lh3.googleusercontent.com/a/ALm5wu2UooLn2qCkOnnRTW3pXH9qgZXhpUINwjv9Fg9v=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	44.0	2084.0	4	2 years ago	I visited this location several times and the quality of the product was in keeping with Tim Hortons Quality/Standards, during my time of visits there was a waiting period due to the number of customers present, but the staff worked efficiently to ensure a speedy service.	2021-02-12 19:30:29.899705	02-12-2021	100_king_st
79	Ban Tiger	https://lh3.googleusercontent.com/a-/ACNPEu8mJi-Vs9PjQhmyup-wr5-4qgZwWkuMkES7b9TQZA=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	25.0	9.0	2	3 years ago	good customer service but sandwichs are bad. Went there more then 5 times but the food quality always bad. Last 2 times when i went there they put old brown leaf lettuces in my sandwich.	2020-02-13 19:30:29.900705	02-13-2020	100_king_st
80	Joanna Montanaro	https://lh3.googleusercontent.com/a/ALm5wu3JtRz8MIBNIGiXl_O4khWxHuSzPp8lByTnjoJP=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	113.0	849.0	3	3 years ago	The donuts look good, and the flavors are unique...but they were stale. ðŸ˜£ Surprised, I had never had stale donuts from a Tim Hortons before..I hope it was just a 1 time thing. I'll probably not bother with the donuts at this location again, but I would try the other new items they offer.	2020-02-13 19:30:29.900705	02-13-2020	100_king_st
81	Shivangi Trivedi	https://lh3.googleusercontent.com/a-/ACNPEu_fJELo4uBGCF2QerDD4w06uF8k4kS74QlPqbSE4Tk=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	160.0	955.0	4	2 years ago	This Tim Hortons at 130King west is their newest trial - Tim Hortons Innovation Cafe. It is all you need in a cafe -- fancy, expensive coffee machines, clean and crisp and good decor. All this at Tim's Price! It was busy when I went. Had Nitro Brew Coffee with little cream added to it. Was good	2021-02-12 19:30:29.901706	02-12-2021	100_king_st
82	MarÃ­a Alejandra Casanova	https://lh3.googleusercontent.com/a/ALm5wu2q9dBmxI7-BcQIZuWVEpP9b8xAt5QRZ0LyuryG=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	186.0	690.0	5	3 years ago	Itâ€™s a different Tim Hortons, I bought a dulce de leche donut, but didnâ€™t order coffee (usually donâ€™t like Tims coffee). Adorable as regulars Tim Hortons	2020-02-13 19:30:29.901706	02-13-2020	100_king_st
83	Gerald Tan	https://lh3.googleusercontent.com/a-/ACNPEu8ZwZGmIjdCKuTWCvpDvQ3zri11mc1wi5AY41GS5Q=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	255.0	713.0	5	3 years ago	Nice coffee shop looks fancier than normal timmys. Coffee and quality is good and same as any other. I can see this place getting really busy during rush hour.	2020-02-13 19:30:29.901706	02-13-2020	100_king_st
84	Nathan Neto	https://lh3.googleusercontent.com/a-/ACNPEu-2ZVrye49QjDkJQJKIKy0UPxVjE7GIY4O5iYR1=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	8.0	2.0	5	3 years ago	Went there this afternoon, I highly recommend the dulce de leche doughnutï¿½ Espresso was great and very friendly staff!	2020-02-13 19:30:29.902706	02-13-2020	100_king_st
85	Michael Braude	https://lh3.googleusercontent.com/a/ALm5wu0viRf6VPTdoUXQNcKK8d1_aCsrbIy4G13Ampr7=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	104.0	165.0	1	3 years ago	Has to be the slowest THs in the chain. By far. Cashier is is also filling orders. Everything else is as expected.	2020-02-13 19:30:29.902706	02-13-2020	100_king_st
86	C R	https://lh3.googleusercontent.com/a-/ACNPEu9B2mOwFG3hSe90Umx_mJrPkDuXuQtSrTTCVlFweg=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	17.0	0.0	4	3 years ago	The cafe is cute, and it was a fun experience to liven up a day at the office. The doughnuts are definitely on point, and the staff were super nice although clearly very busy. All things considered, it isnâ€™t something Iâ€™d go out of my way â€¦More	2020-02-13 19:30:29.903706	02-13-2020	100_king_st
87	Simran Dhiman	https://lh3.googleusercontent.com/a-/ACNPEu9JS5E5bOKwqhQhN0uCbYnpL8UrcNbESa8ov7lP=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	47.0	28.0	4	3 years ago	Nice ambience and good donuts	2020-02-13 19:30:29.903706	02-13-2020	100_king_st
88	Simran Kamboj	https://lh3.googleusercontent.com/a-/ACNPEu-vOTsqDqW_cW5zQ7teW4MOrS4VNTrYu2MvAOVM=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	91.0	4.0	5	3 years ago	Surprisely good. However, the donuts are the same just with fancy toppings so the base quality isn't better. Sandwiches are great, drinks are also good. Overall great experience with decent prices	2020-02-13 19:30:29.904706	02-13-2020	100_king_st
89	Pete Z	https://lh3.googleusercontent.com/a-/ACNPEu-MXfq6VbftcILn78qLkx_rBwi0XCJ1Pm8mgM8KfYU=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	85.0	517.0	5	3 years ago	Good ambience and excellent service ðŸ‘Œ	2020-02-13 19:30:29.904706	02-13-2020	100_king_st
90	CC LARA	https://lh3.googleusercontent.com/a-/ACNPEu9BzkXk9lc3aM-7iafqWKY8yABry2-Z9SSQSWwfWA=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	1051.0	85.0	4	3 years ago	Still very slow and flow is not smooth - employees still learning so the wait can be long. Special items but the sandwiches just look dry and overpriced. Impressed by â€¦More	2020-02-13 19:30:29.905706	02-13-2020	100_king_st
91	Li Weitao	https://lh3.googleusercontent.com/a-/ACNPEu_ErlqIDLRy-IiGY-IrvE8A1zr-FZukHbvlx88c3Q=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	4.0	20.0	5	3 years ago	Very clean highly recommended	2020-02-13 19:30:29.905706	02-13-2020	100_king_st
92	Farhaan Moosa	https://lh3.googleusercontent.com/a-/ACNPEu9umS5Yku6vFTtlWcZGvIRRUila49gQ7038FRMy8uA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	38.0	13.0	5	3 years ago	The Tim Horton's Dream cafe is amazing. A wide of variety of interesting donuts and Timbits (they have cookies and cream!). And the drinks are very tasty and well made. Would love to see more Timmy's like this around. Feels just like going in a nice Starbucks but without Starbucks prices.	2020-02-13 19:30:29.905706	02-13-2020	100_king_st
93	Peter Gatzios	https://lh3.googleusercontent.com/a-/ACNPEu84OhQnG4JRwR4LAdFmYdRVGbPMAXC-JlCCfNrjew=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	141.0	1429.0	2	4 years ago	This comment is not just for this location but for all Tim's. THE COFFEE IS TERRIBLE. It got better with the introduction of dark roast but has recently gone â€¦More	2019-02-13 19:30:29.906707	02-13-2019	100_king_st
94	Eiann Mascoll	https://lh3.googleusercontent.com/a/ALm5wu3Adv4YFRkCCAPy5oajOGHD-OooI6757V1XYB4P=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	203.0	59.0	5	2 years ago	Well maintained, very small but nice, the staff are friendly, and offer quick fast service. The only thing is that everytime I ask for soup at this location they seem to be out. Either it's a best selling product (which I understand â€¦More	2021-02-12 19:30:29.906707	02-12-2021	100_king_st
95	Krystal	https://lh3.googleusercontent.com/a-/ACNPEu8iFC6Hh4gdILzwvehi_0_0kT8G97q_9U8UasrbqrU=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	19.0	220.0	4	3 years ago	I enjoyed the experience there, the staff were very nice. But the donuts there look pretty but they are quite sweet, personally I enjoy sweets but this was too sweet. On the other had the beverages were much better.	2020-02-13 19:30:29.907707	02-13-2020	100_king_st
96	Adam	https://lh3.googleusercontent.com/a-/ACNPEu-AGvxVC2Av2jcvBqWvJMKjL2WvrY_cm41a14Qmguw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	106.0	283.0	4	3 years ago	Great coffees and donuts. One of the experimental locations that are trying new techniques and favours. I'd you like Tin Hortons to begin with it, it will still be the same theme but upgraded a little. â€¦More	2020-02-13 19:30:29.907707	02-13-2020	100_king_st
97	Anni Malfandi	https://lh3.googleusercontent.com/a/ALm5wu2fEFbdQVO6FDRjWrJcnBM27nYosfuxByjJLoUx=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	5.0	0.0	4	3 years ago	Clean but busy. Would not recommend this location if you are in a hurry. But friendly staff and fresh donuts.	2020-02-13 19:30:29.908707	02-13-2020	100_king_st
98	Caroline F. Freire (BEL)	https://lh3.googleusercontent.com/a-/ACNPEu9Y0l1Bk6z98A7c6EaMEr0ggc1r8tTRBMoyAqgIxzo=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	312.0	895.0	1	2 years ago	I really thought this place would have a better service than the others Tim Hortons I was wrong	2021-02-12 19:30:29.908707	02-12-2021	100_king_st
99	Ashley Hum	https://lh3.googleusercontent.com/a/ALm5wu28Bh2O601F5pgHXbNiJHChe0bvIATQ9IALv-dz=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	5	3 years ago	Love this store! Still feels like a timmies, just with a more premium atmosphere and design. Products are soooo delicious! Love the signature Draft Latte with oat milk! The brown butter & sea salt donut is amazing as well. Will be going back for sure.	2020-02-13 19:30:29.908707	02-13-2020	100_king_st
100	Jeffery Bryne	https://lh3.googleusercontent.com/a/ALm5wu0OuBKGPi0NOul6vOhhGop13l9wRUGG1yzOoOjU=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	4.0	0.0	4	3 years ago	Nice concept. When my wife and I want to try something new we go here.	2020-02-13 19:30:29.909707	02-13-2020	100_king_st
101	Majid Seifi Kashani	https://lh3.googleusercontent.com/a-/ACNPEu9ApjusE9YhkhqtpYiN3h3s5OAGKj660-gQupVy=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	110.0	737.0	5	3 years ago	Nice coffee place	2020-02-13 19:30:29.909707	02-13-2020	100_king_st
102	Fynn Soop	https://lh3.googleusercontent.com/a-/ACNPEu9mjgegnxNKJcPoTdZPPtXWwU9Yj-dPKhMdVlpDYw=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	4.0	1.0	2	3 years ago	Very disappointed in Timmies can't go there anymore after I bought lunch and almost everything had to go in the trash dew to contamination. There are great solutions to reducing waste but I haven't seen them make any moves to incorporate them.	2020-02-13 19:30:29.910708	02-13-2020	100_king_st
103	Alicia Samuels	https://lh3.googleusercontent.com/a-/ACNPEu-FfOujvGAVo4XRtl1E9bGFjQybBpbrsDrCbuZShNM=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	11.0	5.0	5	2 years ago	Super friendly and accommodating staff. Freshest donuts, perfectly done caramel iced coffee and yummy hot chocolate	2021-02-12 19:30:29.910708	02-12-2021	100_king_st
104	Marie Benacquista	https://lh3.googleusercontent.com/a-/ACNPEu9H-FAxBXT1Hcx10cdi3eGQfP42n0178CWJOFkJcQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	40.0	32.0	5	2 years ago	This place was great. It's so dumb to write a bad review because its 'the number whatever for pollution'. You rate a place by your experience there, to help others who would want to come here. Write a real review.	2021-02-12 19:30:29.911708	02-12-2021	100_king_st
105	Ricardo Desequeira	https://lh3.googleusercontent.com/a/ALm5wu20HKpVTIMdE5HCpaxZrG1VyuUgEnZE9ynkgBqh=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	428.0	1943.0	5	5 years ago	What you'd expect. Good service. Clean place and friendly staff	2018-02-13 19:30:29.911708	02-13-2018	100_king_st
106	J K	https://lh3.googleusercontent.com/a-/ACNPEu_aotnjrfQJycloYmszZ9qjmEsR7728sjvkhYeCxQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	64.0	236.0	5	3 years ago	Good selection of fresh baked products. Different menu than regular Tim Horton's with same menu options as well. Fresh baked items and different sandwich options.	2020-02-13 19:30:29.911708	02-13-2020	100_king_st
107	KK LL	https://lh3.googleusercontent.com/a/ALm5wu0jrkhzzrjGWNn7Aqioli8lxHXmf4DXg5eC2vmw=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	6.0	2.0	5	3 years ago	Staff here are very friendly. Always remember me and my mobile order to the point they'd hand it directly to me. Thank You!!	2020-02-13 19:30:29.912708	02-13-2020	100_king_st
108	Brand Manager The Great	https://lh3.googleusercontent.com/a-/ACNPEu80YmHcUlMJuwcbQMGEvS67iJsfpjPgPpp4seok=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	1	2 years ago	What seemed like a clean Tim Hortons with sweet staff 3 months ago has turned into a Cafe with terrible customer service - there is not enough staff at most times and the few who're there are clearly overworked (we see them juggling things â€¦More	2021-02-12 19:30:29.912708	02-12-2021	100_king_st
109	Joseph Flett	https://lh3.googleusercontent.com/a-/ACNPEu_jjOuvs9RWUePEtKzyQB_beI34RLkg0hIWu7hOHB4=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	11.0	0.0	5	3 years ago	Solid effort, I'm impressed. Their cold brew is a marked improvement over the regular Tim's iced coffee and the sandwichs are a step up as well. I had the Rubin sandwich - it was delicious (though not held to the same standard as a good deli). Will come back.	2020-02-13 19:30:29.913708	02-13-2020	100_king_st
110	Rohitash Hurla	https://lh3.googleusercontent.com/a-/ACNPEu8aabow6_5SlOPgneQKW5_kK4zlzbIXWtATf1DCYw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	142.0	431.0	4	2 years ago	Great selection of Doughnuts that they first showcase at this location. I loved the Cranberry Maple. Also they may have a new variety of brew for coffee. I tried the hot coffee of the Bree they normally use for cold brew and it was great. Also have a great seating area to sit and chat.	2021-02-12 19:30:29.913708	02-12-2021	100_king_st
111	Wn. Bruce Porter	https://lh3.googleusercontent.com/a-/ACNPEu9hxHV1Yg4JCx6A9I2lWxFN7NFNjceoVE6csDoG=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	21.0	0.0	2	3 years ago	Actually located on the street level at York & Adelaide. Nice selection of sandwiches but the menu seems very frugal otherwise. We could not even order an old-fashioned plain timbit.	2020-02-13 19:30:29.914708	02-13-2020	100_king_st
112	Hadi Shiravi	https://lh3.googleusercontent.com/a/ALm5wu1CIJcUX1Icq164R4cDLY-A547vZb6tIOHwZ8p-kg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	31.0	5.0	5	3 years ago	If this is the future of Tim Hortons, then they have something special. The quality if their sandwiches were just wonderful.	2020-02-13 19:30:29.914708	02-13-2020	100_king_st
